age,citi,day1,day10,day11,day12,day13,day14,day2,day3,day4,day5,day6,day7,day8,day9,duration,maxgroupsize,name,operatedin,physicalrating,price,rating,tourid,touroperator,url
"
                    English
                ","Kathmandu,Lukla,Phakding,Namche Bazar,Dingboche,Lobuche,Gorak Shep,Everest Base Camp,Pheriche",Day 01: Arrival in Kathmandu (1350m/4430ft),"Day 10: Trek to Gorak Shep (5,180 meters/16,995 feet) about 3 hours walk) and Everest Base Camp (5,364 meters/17,600 feet) 2-3 hours walk.","Day 11: Trek to Kala Patthar (5,545 meters/18,193 feet) 2-3 hours walk and to Pheriche (4,280 meters/14,042 feet) 5-6 six hours walk","Day 12: Trek to Namche Bazaar (3,440 meters/11,287 feet) 4-5 hours walk","Day 13: Trek to Lukla (2,828 meters/9,279 feet) 5-6 hours walk","Day 14: Fly back to Kathmandu (1,350 meters/4,430 feet) about 35 min flight",Day 02: Full day in Kathmandu,"Day 3: Flight to Lukla (2,828 meters/9,279 feet) 35 meters and trek to Phakding (2,780 meters/9,121 feet - three to four hours walk)","Day 4: Trek to Namche Bazaar (3,440 meters/11,287 feet) 5- 6 hrs walk",Day 5: Rest day at Namche Bazaar/ acclimatization day,"Day 6: Trek to Tengboche (3,850 meters/12,632 feet) 4-5 hrs walk","Day 7: Trek to Dingboche (4,350 meters/14,272 feet) 4-5 hours walk",Day 8: Rest day in Dingboche/ acclimatization day,"Day 9: Trek to Lobuche (4,910 meters/16,109 feet) 4-5 hours walk",,"
                        8                    ","
            Everest Base Camp Yoga Trek        ","
                    128577
                ","
                        16 to 75
                    ","US
                        $1,499","
      4.6
    (
      (18)
    ",,"
                    Trekking Planner Pvt. Ltd.
                ",https://www.tourradar.com/140316
,",,,,,,,,",Pickup from Hotel in Thamel 5-6 hrs day hiking in Shivapuri National Pari and drop off at your hotel in Thamel,,,,,,,,,,,,,,,,"
            Shivapuri Peak Hike and Sleeping Buddha Sightseeing - a Day Tour        ",,,"US
                        $150","
      5.0
    (
      (1)
    ",,,https://www.tourradar.com/140316
,",,,,,,,,","Day 1: Arrival In Kathmandu( TIA) International Airport(1,365m) Transfer To Hotel Evening Welcome Dinner . O At Hotel","Day 10: Trek Lo-Mangthang To Ghami (3,440 M), 4-5 Hrs Walk, O At Tea House","Day 11: Trek Ghami To Samar (3806M), 5-6 Hrswalk, O At Tea House","Day 12: Trek Samar To Chhukasng (2980), 6-7 Hrs Walk, O At Tea House","Day 13: Trek Chukasng To Muktinath(3760 M) Via Gyu La Pass (4288 M), 6-7 Hrs Walk, O At Tea House",Day 14: Trek Muktinath To Jomsom. O At Jomsom.,Day 2: Trek Preparation Day. Free Day In Kathmandu. O At A Hotel.,"Day 3: Drive From Kathmandu To Pokhara Valley (910 M), 5 Hrs Drive. O At Hotel","Day 4: Fly Pokhara-Jomsom (20 Minutes) And Walk To Kagbeni (2,858 M) 3-4 Hrs Walk, O At Tea House",Day 5: Trek Kagbeni To Chele (3050M ) 5-6 Hrs Walk. O At Tea House,"Day 6: Trek Chele To Syangboche (3,800M) , 6-7 Hrs Walk, O At Tea House","Day 7: Trek Syangboche To Charang (3,490 M), 5-6 Hrs Walk. O At Tea House","Day 8: Trek Charang To Lo-Mangthang (3,730m), 4-5 Hrs Walk, O At Tea House","Day 9: Lo-Mangthang Excursion Day (3,730 M/12,136ft), 5-6 Hrs Walk, O At Tea House",,,"
            Upper Mustang Trek        ",,,"US
                        $1,737","
      4.8
    (
      (38)
    ",,,https://www.tourradar.com/140316
,",,,,,,,,","Day 1:Fly from Kathmandu to Suketar (2,420m), trek to Lalikha","Day 10:Cheram to Sele La (4290m/ 14,074ft)","Day 11:Sele La to Ghunsa (3,595/11,794)","Day 12:Ghunsa to Kambachen (4,050m/13,287ft)","Day 13:Kambachen to Lhonak (4,780m/15,682ft)","Day 14:Kanchenjunga base camp, overnight at Pang Pema (5,143m)","Day 2:Lalikharka to Khesewa (2120m/6,955ft)","Day 3:Khesewa to Mamankhe (1785m/5,856ft)",Day 4:Mamankhe to Yamphudin (2080m/6824ft),"Day 5:Yamphudin to Tortong (2,995m/9,826ft)","Day 6:Tortong to Cheram (3,870m/12,696ft)",Day 7:Cheram: Acclimatization and rest,"Day 8:Cheram to Ramchaur (Ramche) (4,580m/15,026ft)",Day 9:Ramche to Yalung Base Camp (4500m) to Cheram,,,"
            Kanchenjunga Circuit  Trek        ",,,"US
                        $2,100","
      4.9
    (
      (14)
    ",,,https://www.tourradar.com/140316
"
                    English
                ",",,,,,,,,",Day 1:Arrival in Kathmandu (1400 m) (overnight at hotel with breakfast),"Day 10: Trek to Lobuche (4910m) via Kongma La Pass (5335m) 8 hours (overnight at hotel with breakfast, lunch, and dinner","Day 11:Trek to Everest Base Camp (5364m) & back to Gorekshep (5181m) 8 hours (overnight at hotel with breakfast, lunch, and dinner","Day 12:Hiking to Kalapattar (5545m) - Gorekshep and trek to Dzongla (4830m) 7 hours (overnight at hotel with breakfast, lunch, and dinner)",Day 13:Trek to Gokyo (4800m) Via Cho La Pass (5368m) - 8 hours,"Day 14:Hiking to Gokyo RI (5483m)and back to Gokyo Lake, 4 hours (overnight at hotel with breakfast, lunch, and dinner",Day 2:Combined sightseeing of Kathmandu and Bhaktapur (overnight at hotel with breakfast),"Day 3:Fly to Lukla and trek to Phakding (2652m, 3 hours) (overnight at hotel with breakfast, lunch, and dinner)","Day 4:Trek to Namche Bazaar (3440m, 6 hours) (overnight at hotel with breakfast, lunch, and dinner)","Day 5: Namche Bazar and Everest View Hotel (overnight at hotel with breakfast, lunch, and dinner)","Day 6:Trek to Tengboche  (3860m, 5 hours) (overnight at hotel with breakfast, lunch, and dinner)","Day 7: Trek to Dingboche (4410m, 5 hours) (overnight at hotel with breakfast, lunch, and dinner)","Day 8:Trek to Chhukung (4700m) 2 hrs (overnight at hotel with breakfast, lunch, and dinner","Day 9:Hiking to Chhukung Ri (5540m) (overnight at hotel with breakfast, lunch, and dinner)",,"
                        8                    ","
            Everest Three High Passes Trek        ","
                    139487
                ","
                        2 to 99
                    ","US
                        $1,520","
      5.0
    (
      (3)
    ",,"
                    Mountain Ascend Treks Pvt. Ltd.
                ",https://www.tourradar.com/140316
"
                    English
                ","Kathmandu,Annapurna,Ghorepani,Pokhara,Chitwan National Park,,,,",Day 1: Kathmandu,Day 11: Pokhara,Day 12: Kathmandu,Day 13: Kathmandu,,,Day 2: Kathmandu,Day 3-4: Chitwan National Park,Day 5: Pokhara,Day 6: Annapurna Circuit,Day 7: Annapurna Circuit,Day 8: Annapurna Circuit,Day 9: Annapurna Circuit,Day 10: Annapurna Circuit,,"
                        24                    ","
            Annapurna Panorama - 13 days        ","
                    12485
                ","
                        18 to 70
                    ","US
                        $2,005","
      4.7
    (
      (1,703)
    ",,"
                    On The Go Tours
                ",https://www.tourradar.com/140316
"
                    English
                ",",,,,,,,,","Day 1: Arrival in Kathmandu (1,400 m)","Day 10: Langtang village to Kyanjin Gompa (3,870m/12,697ft) Duration: 4 hours","Day 11: Trek back to Lama Hotel (2,380m/7,830ft) Duration: 4-5 hours",Day 12: Trek ends: Lama Hotel to Syabrubesi Duration: 5 hours,Day 13: Drive to Kathmandu,Day 14: Final departure,Day 2: Kathmandu: Sightseeing and Trek Preparation,"Day 3: Drive from Kathmandu to Syabrubesi (1,550m/5,100ft) Duration: 8-9 hours","Day 4: Syabrubesi to Gatlang (2,200m/7,217ft.) Duration: 5 hours","Day 5: Gatlang to Tatopani (2,607m/8,550 ft) Duration: 6-7 hours","Day 6: Tatopani to Thuman (2,400m/7,874 ft) via Brimdang and Nagthali Duration: 6 hours","Day 7: Thuman to Briddim (2,345m/7,693 ft) Duration: 6 hours","Day 8: Briddim to Lama Hotel (2,470m) Duration: 6 hours","Day 9: Lama Hotel to Langtang village (3,430m/11,253ft) Duration: 6-7 hours",,"
                        12                    ","
            Tamang Heritage Trail Trek- Ethnic group in Nepal        ","
                    148840
                ","
                        12 to 85
                    ","US
                        $1,750","
      4.7
    (
      (7)
    ",,"
                    Travel Max Guide
                ",https://www.tourradar.com/140316
"
                    English
                ",",,,,,,,,","Day 1: Arrival at the Tribuwan International Airport in Kathmandu (1,345m)",Day 10: Acclimatization day at Manang village,"Day 11: Trek to Yak Kharka. Elevation: 4,050m/13287ft, Distance: 9.4km /5.84mile, Duration: about 5 hrs on foot.","Day 12: Trek to Thorong Phedi. Elevation: 4,450m/15600ft, Distance: 9.6km/5.96miles, Duration: about 5 hrs on foot","Day 13: Trek to Muktinath. (Elevation: 3,800m/12730ft) via Thorong La pass (5,416m/17770ft). Distance: about 8 hrs on foot.","Day 14: Trek to Marpha Elevation: 2,670m/8760ft, Distance: 26.8km/16.65 miles, Duration: about 6 hrs on foot.",Day 2: Sightseeing in Kathmandu (1338m/ 4390ft),"Day 3: Drive to Besisahar Elevation: 830m/2723ft, -Distance: 170Km/ 105 miles, Duration: about 7 hrs by local bus ","Day 4: Trek to Bahundanda. Elevation: 1,310 m/ 4297ft, Distance: 24.8km/ 15.42miles, Duration: about 7 hrs on foot ","Day 5: Trek to Chamje. Elevation: 1,400m/4593ft, Distance: 9.5km/5.9miles, Duration: about 5 hrs on foot","Day 6: Trek to Bagarchhap Elevation: 2,160m/7087ft, Distance: 15.1km/9.38miles, Durations: about 5 hrs on foot.","Day 7: Trek to Chame. Elevation: 2,630m/8028ft, Distance: 13.5km/8.40miles, Duration: about 5 hrs on foot.","Day 8: Trek to Pisang. Elevation: 3,200m/10498ft, Distance: 13.2km /8.2miles, Duration: about 5 hrs on foot.","Day 9: Trek to Manang. Elevation: 3,540m/11614ft, Distance: 17km/10.56 mile. Duration about 5 hrs on foot.",,"
                        15                    ","
            Annapurna Circuit Trek        ","
                    106374
                ","
                        16 to 70
                    ","US
                        $1,590","
      5.0
    (
      (1)
    ",,"
                    Apex the Asia Holiday Pvt Ltd
                ",https://www.tourradar.com/140316
"
                    English
                ","Kathmandu,Lukla,Phakding,Namche Bazar,,,,,",Day 1: Arrive in Kathmandu,Day 10: Trek to Lukla (2840m),Day 11: Fly from Lukla to Kathmandu. Free time,Day 12: Kathmandu. Free day (to allow for delays to the Lukla flight),Day 13: Kathmandu. Free time. Departure airport transfer,,Day 2: Fly to Lukla (2840m) and trek to Phakding (2610m),Day 3: Trek to Namche Bazaar (3440m),Day 4: Acclimatisation day in Namche Bazaar,Day 5: Trek to Thame (3820m),Day 6: Acclimatisation and day hikes from Thame,Day 7: Trek to Kongde (4250m),Day 8: Free time / Optional hike to Farak Ri (5000m),Day 9: Trek to Phakding (2610m),,"
                        20                    ","
            Luxury Everest Trek        ","
                    208907
                ","
                        5 to 99
                    ","US
                        $3,495","
      4.6
    (
      (835)
    ",,"
                    Encounters Travel
                ",https://www.tourradar.com/140316
"
                    English
                ","Kathmandu,Lukla,Phakding,Namche Bazar,Dingboche,Lobuche,Everest Base Camp,Gorak Shep,Pheriche","Day 1: Arrival in Kathmandu airport (1,345 m)","Day 10: Hike up to Kala Patthar (5,555 m) and Trek down to Periche (4,200 m) - 7 Hours","Day 11: Trek to Namche Bazaar (3,441 m) - 5.30 Hours","Day 12:  Trek to Lukla (2,804 m) - 6 Hours","Day 13: Fly from Lukla to Kathmandu or fly to Manthali from Lukla (2,804 m) and Drive to Kathmandu (4-6 hours)",Day 14: Depart from Nepal,"Day 2: Fly to Lukla (2,804 m) or Drive to Manthali (4-6 hours) and Fly to Lukla, and Trek to Phakding (2,610 m) - 3 Hours","Day 3: Trek to Namche Bazaar (3,441 m) - 5.30 Hours",Day 4: Namche Bazaar Acclimatization ,"Day 5: Trek to Tengboche Monastery (3,860 m) - 5 Hours","Day 6: Trek to Dingboche (4,350 m) - 5.30 Hours","Day 7: Acclimatization Hike to Nangkartshang Peak (5,083 m)","Day 8: Trek to Lobuche (4,910 m) - 5 Hours","Day 9: Trek to Everest Base Camp (5,365 m) and then Back to Gorak Shep (5,180 m) - 8 Hours","
            14 days                        
  ","
                        15                    ","
            Everest Base Camp Trek - 14 Days        ","
                    19947
                ","
                        13 to 75
                    ","US
                        $1,500",(,,"
                    Ace the Himalaya
                ",https://www.tourradar.com/140316
"
                    English
                ",",,,,,,,,","Day 1: Arrival in Kathmandu (1,400 m)",Day 10: Trek to Namche Bazaar (3440m) Duration: 5 hours,Day 11: Namche Bazaar- Acclimatization,Day 12: Trek to Phorste Thanga (3680m) Duration: 5 hours,Day 13: Trek to Machherma (4470 m) Duration: 5 hours,Day 14: Trek to Gokyo (4790m) Duration: 5 hours,Day 2: Guided Kathmandu Valley Sightseeing,Day 3: Drive to Bhandar (2190) via Jiri Bazar Duration: 7 hours,Day 4: Trek start: trek to Sete (2645m) Duration: 6 hours,Day 5: Trek to Junbesi (2700m) Duration: 6 hours,Day 6: Trek to Nunthala (2330m) Duration: 5 hours,Day 7: Trek to Kharikhola (2040m) Duration: 5 hours,Day 8: Trek to Paiya (2730m) Duration: 6 hours,Day 9: Trek to Phakding (2610m) Duration: 5 hours,,"
                        12                    ","
            Classic Everest Base Camp Trekking        ","
                    142080
                ","
                        18 to 75
                    ","US
                        $2,400","
      4.0
    (
      (1)
    ",,"
                    Travel Max Guide
                ",https://www.tourradar.com/140316
"
                    English
                ",",,,,,,,,"," Day 01: Arrival in Kathmandu (1,300m/4,428ft) "," Day 10: Lo-Mangthang to Drakmar (3810 m/12,500ft): 6-7 hours "," Day 11: Drakmar to Ghiling (3,806m/12,484ft): 5-6 hours "," Day 12: Ghiling to Chhuksang (3050m/10,004ft): 5-6 hours"," Day 13: Chhuksang to Jomsom (2,700/8,856ft): 6-7 hours", Day 14: Fly back to Pokhara, Day 02: Drive from Kathmandu to Pokhara (827m/2689ft): 5-6 hours ," Day 03: Fly to Jomsom (2,700m/8898ft) and trek to Kagbeni (2,810m/9,216ft): 3-4 hours trek "," Day 04: Kagbeni to Chele (3,050m/10,004ft): 5-6 hours "," Day 05: Chele to Syanbochen (3,475m/11,398ft): 6-7 hours "," Day 06: Syanbochen to Ghami (3,520m/11,546ft): 5-6 hours"," Day 07: Ghami to Tsarang (3,620m/11,873ft): 5-6 hours","Day 08: Tsarang to Lo-Manthang (3,730m/12,234ft): 3-4 hours", Day 09: Explore Lo Manthang/ Acclimatization ,,"
                        10                    ","
            Upper Mustang Trek        ","
                    140316
                ","
                        8 to 75
                    ","US
                        $1,899","
      4.8
    (
      (21)
    ",,"
                    Himalayan Recreation Treks & Expedition Pvt.ltd
                ",https://www.tourradar.com/140316
,",,,,,,,,",Day 1: Arrival Day ,Day 10: Samagaun to Samdo (3690m/12103ft) 4-5 hrs,Day 11: Samdo to Dharmashala (4450m/14596ft) 4-5 hrs,"Day 12: Dharmasala to Bimtang (3720m/12, 201ft) 8-9 hrs","Day 13:  Trek to Tilije (2,300m) 5hrs","Day 14: Trek to Chemcha (1,430m) 7hrs: ",Day 2: Exploration Day in Kathmandu & trekking preparation,Day 3: Drive from Kathmandu to Sotikhola (710m/2328ft) 8-9 hrs,Day 4: Soti Khola to Machha khola (900m/2952ft) 6-7 hrs,Day 5: Machha Khola to Jagat (1340m/4395ft) 6-7 hrs,Day 6: Jagat to Deng (2095m/6871ft) 6-7 hrs,Day 7: Deng to Namrung (2900m/9512ft) 6-7 hrs,Day 8: Namrung to Samagaun (3500m/11480ft) 6-7 hrs,Day 9: Acclimatization day at Samagaun ,,,"
            Manaslu Circuit Trek        ",,,"US
                        $1,299","
      4.8
    (
      (21)
    ",,,https://www.tourradar.com/76212
"
                    English
                ","Kathmandu,Lukla,Phakding,Namche Bazar,Lobuche,Gorak Shep,Everest Base Camp,Kala Patthar,Pheriche","Day 01: Arrival in Kathmandu (1,350m/4,428ft)","Day 10: Gokyo to Thagnak (4750 m/15,580 ft): 4km, 4 - 5 hours","Day 11: Thagnak to Cho La pass (5,367m/17,604 ft) to Dzongla (15, 939 ft): 7km, 7 - 8 hours","Day 12: Dzongla to Lobuche (4940 m/16,207 ft): 6km, 2 - 3 hours","Day 13: Lobuche to Gorak Shep (5,170 m/16,961ft), visit Everest Base Camp (5,364 m/17,594 ft): 13km, 6-7 hours","Day 14: Gorak Shep to Kala Patthar (5,545m/18,192ft) to Pherice (4,288m/14,070ft): 16km, 7-8 hours",Day 02: Kathmandu: Sightseeing and trek Preparation,"Day 03: Fly to Lukla, trek to Phakding (2,651m/8,700ft): 8km, 3 - 4 hours trek","Day 04: Phakding to Namche Bazaar (3,438m/11,280 ft): 11km, 5 - 6 hours","Day 05: Acclimatization Day - Namche Bazaar: (3,440m/11,284ft)","Day 06: Namche Bazaar to Phortse Thanga (3,680m/12,073ft): 6km, 5-6 hours","Day 07: Phortse Thanga to Machhermo (4,470m/ 14,663ft): 10km, 4-5 hours","Day 08: Machhermo to Gokyo (4,800 m/15,744 ft): 7km, 4-5 hours","Day 09: Gokyo Valley: Acclimatization Day - Optional Hike to Gokyo Ri (5357 m/17,570 ft): 2km, 3 - 4 hours",,"
                        16                    ","
            Everest Base Camp Trek via Gokyo Lakes and Cho La Pass        ","
                    68691
                ","
                        12 to 85
                    ","US
                        $2,159","
      4.8
    (
      (5)
    ",,"
                    Himalayan Glacier Trekking Pvt. Ltd.
                ",https://www.tourradar.com/76212
,"Kathmandu,Phakding,Namche Bazar,Dingboche,Lobuche,Gorak Shep,Pheriche,Lukla,",Day 01: Arrive at Kathmandu and transfer to the Hotel ,Day 10: Trek back to Dingboche ,Day 11: Dingboche to Lobuche: 5-6 hrs,Day 12: Lobuche to Gorekshep and Everest base camp ,Day13: Gorekshep to Pheriche ,Day 14: Pheriche to Namche,Day 02: City Sightseeing and Trek Preparation,"Day 03: Kathmandu to Phakding via Lukla flight (2,652m) 3 hrs","Day 04: Phakding to Namche Bazaar (3,440m) 5 - 6 hrs",Day 05: Namche Bazaar: Rest day,"Day 06: Namche to Tengboche (3,870m): 5 - 6 hrs",Day 07: Trek to Chhukung ,Day 08: Trek to Island Peak base camp via Chukhung [4750m],Day 09: Trek to high camp and Ascent of island (6173 m),"
            17 days                            
  ",,"
            Island Peak climbing with Everest base camp trek        ",,,"US
                        $2,204",(,,,https://www.tourradar.com/76212
